排名,排名变化,中文全名,英文全名,年龄,出生地中文,出生地英文,性别,出生日期,教育程度中文,教育程度英文,学校中文,学校英文,常居地中文,常居地英文,照片,公司中文全名,公司英文全名,公司总部地中文,公司总部地英文,所在行业中文,所在行业英文,组织结构,人民币财富值,财富值变化,美元财富值,年份
551,-59,金磊、李凤玲,Jin Lei、Li Fengling,70,,,男,1954-09-23,,,,,中国-北京,,,佰仁医疗,Balance Medical,北京,Beijing,医疗器械,Health Tech,夫妇,95.0,-21%,1340.0,2024
551,-249,李晓明,Li Xiaoming,66,,,男,1958-01-01,硕士,Master s,Universit of Massachusetts、Universit of Massachusetts,,中国-云南-玉溪,China-Yunnan-Yuxi,,恩捷股份,Energy New Material,云南玉溪,Yunnan,包装盒生产,Packaging Production,家族,95.0,-47%,1340.0,2024
551,-352,梁丰、邵晓梅,Liang Feng、Shao Xiaomei,56,,,男,1968-11-01,硕士,Master s,,,中国-上海,China-Shanghai,,璞泰来,Putailai,上海浦东,Shanghai,锂电池材料,Lithium Battery,夫妇,95.0,-63%,1340.0,2024
551,-59,林来嵘、安素梅,Lin Lairong、An Sumei,56,中国-内蒙古-巴彦淖尔市,China -Inner Mongolia - Bayangar City,男,1968-01-01,,,,,中国-天津,China-Tianjin,,众兴,Zhongxing,天津,Tianjin,矿业,Mining,夫妇,95.0,-21%,1340.0,2024
551,-226,罗秋平、潘东,Luo Qiuping、Pan Dong,61,中国-湖北-荆门,China -Hubei-Jingmen,男,1963-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,蓝月亮,Blue Moon,广东广州,Guangdong,日化用品,Personal Care,夫妇,95.0,-44%,1340.0,2024
551,84,彭永鹤,Peng Yonghe,55,,,男,1969-01-01,,,,,中国-广东-深圳,Guangdong,,新瑞鹏,Ruipeng Pet,广东深圳,Guangdong,宠物医院,Healthcare,未知,95.0,0%,1340.0,2024
551,155,乔志涌,Qiao Zhiyong,60,中国-四川,China-Sichuan-Aba,男,1964-01-01,,,,,中国-四川-成都,China-Sichuan-Chengdu,,侨源股份,Qiaoyuan Gas,四川成都,Sichuan,液态气体,Chemical,家族,95.0,12%,1340.0,2024
551,84,荣智健,Rong Zhijian,82,中国-上海,China-Shanghai,男,1942-01-01,本科,Undergraduate,天大,天津大学,中国-香港,China-Hong Kong,,中信泰富,CITIC,香港,Hong Kong,投资、房地产,"Investments, Real Estate",未知,95.0,0%,1340.0,2024
551,84,苏纯兴,Su Chun-Sing,未知,中国-台湾-台北,China-Taiwan-Taipei,男,1900-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,和泰汽车,Hotai Motor,台湾台北,Taiwan,汽车零售,Automobile Sales,家族,95.0,0%,1340.0,2024
551,84,王恒,Roger Wang Hung,76,中国-广东-广州,China-Guangdong-Guangzhou,男,1948-01-01,,,,,美国,United States,,金鹰,Golden Eagle,江苏南京,Taiwan,零售、房地产,Retail,家族,95.0,0%,1340.0,2024
551,-30,王均豪,Wang Junhao,52,中国-浙江-温州,China-Zhejiang-Wenzhou,男,1972-10-01,硕士,Master s,亚洲国际公开,,中国-上海,China-Shanghai,,均瑶,JuneYao,上海徐汇,Shanghai,房地产、航空、零售,"Real estate, airline, retail",未知,95.0,-17%,1340.0,2024
551,34,王振华,Wang Zhenhua,62,中国-江苏,China-Jiangsu,男,1962-03-01,,,,长江商学院,中国-上海,China-Shanghai,,新城,Seazen,上海普陀,Shanghai,房地产,Real estate,家族,95.0,-5%,1340.0,2024
551,118,吴东亮,Thomas Wu Dong-Liang,未知,中国-台湾-台北,China-Taiwan-Taipei,男,1900-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,新光,Shin Kong,台湾台北,Taiwan,金融,Financial,家族,95.0,6%,1340.0,2024
551,34,吴忌寒,Wu Jihan,38,中国-重庆,China-Chongqing,男,1986-01-01,本科,Undergraduate,北大,,中国-北京,China-Beijing,,比特小鹿,Bitdeer,新加坡,Singapore,芯片、矿机,"Chips, Mining Hardware",未知,95.0,-5%,1340.0,2024
551,-59,吴美蓉,Wu Meirong,64,,,男,1960-04-01,,,,,中国-上海,China-Shanghai,,美科股份,Meike,上海,Shanghai,太阳能设备,Solar energy equipment,家族,95.0,-21%,1340.0,2024
551,84,谢菊华,Xie Juhua,73,,,男,1951-01-01,,,,,中国-江苏-南京,China-Jiangsu-Nanjing,,健友股份,King-friend,江苏南京,Jiangsu,原料药,Bulk Drug,家族,95.0,0%,1340.0,2024
551,308,许达来,Koh Tuck Lye,53,新加坡,Singapore,男,1971-11-01,硕士,Master s,新国大、斯坦福,,中国-北京,China-Beijing,,小米,Xiaomi,北京,Beijing,智能硬件与技术、投资,"IoT, Investments",未知,95.0,28%,1340.0,2024
551,539,杨霞,Yang Xia,50,,,女,1974-01-01,,,,,中国-山西-太原,Shanxi,,锦波,Jinbo,山西太原,Shanxi,生物医药,Biopharmaceuticals,未知,95.0,73%,1340.0,2024
551,-15,昝圣达,Zan Shengda,61,中国-江苏-南通,China-Jiangsu-Nantong,男,1963-04-01,,,,清华大学,中国-江苏-南通,China-Jiangsu-Nantong,,综艺,Zongyi,江苏南通,Jiangsu,新能源、信息科技、投资,"New energy, IT, Investments",未知,95.0,-14%,1340.0,2024
551,14,张世龙,Zhang Shilong,58,,,男,1966-01-01,博士,Doctorate,,,中国-北京,China-Beijing,,圣邦,SG Micro,北京,Beijing,模拟芯片,Analog Chip,家族,95.0,-10%,1340.0,2024
551,84,周镇科,Zhou Zhenke,49,中国-广东-汕头,China-Guangdong-Shantou,男,1975-01-01,本科,Undergraduate,华南理工,,中国-广东-深圳,China-Guangdong-Shenzhen,,大晟文化,Dasheng Times Cultural,广东深圳,Guangdong,文化娱乐,Media & Entertainment,未知,95.0,0%,1340.0,2024
576,514,曾繁城,F. C. Tseng,未知,,,男,1900-01-01,,,,,中国-台湾-新竹,China-Taiwan-Hsinchu,,台积电,TSMC,台湾新竹,Taiwan,半导体,Semiconductors,未知,90.0,64%,1270.0,2024
576,-263,常建鸣、傅磊,Chang Jianming、Fu Lei,59,,,男,1965-01-01,,,,,中国-上海,,,鸣志电器,Moons,上海闵行,Shanghai,控制电机,Control motor,夫妇,90.0,-49%,1270.0,2024
576,-11,陈士良,Chen Shiliang,61,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,男,1963-01-01,,,,,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,,桐昆,Zhejiang Tongkun,浙江嘉兴,Zhejiang,化纤、房地产,"Chemical fiber, real estate",未知,90.0,-14%,1270.0,2024
576,432,陈涛、刘春兰,Chen Tao、Liu Chunlan,52,中国-甘肃-陇南,China -Gansu - Minnan,男,1972-04-01,,,,,中国-广东-惠州,China-Guangdong-Huizhou,,胜宏科技,Victory Giant,广东惠州,Guangdong,高密度印制电路板,Electronic Components,夫妇,90.0,50%,1270.0,2024
576,9,陈智松,Chen Zhisong,58,,,男,1966-01-01,本科,Undergraduate,厦大,,中国-福建-厦门,China-Fujian-Xiamen,,亿联网络,Yealink,福建厦门,Fujian,通信,Communication,未知,90.0,-10%,1270.0,2024
576,93,陈卓林,Chen Zhuolin,62,中国-广东-中山,China-Guangdong-Zhongshan,男,1962-01-01,博士,Doctorate,美国哈姆斯顿,美国哈姆斯顿大学,中国-广东-广州,China-Guangdong-Guangzhou,,雅居乐,Agile,广东广州,Guangdong,投资、房地产,"Investments, Real Estate",家族,90.0,0%,1270.0,2024
576,-40,邓文、唐璐,Deng Wen、Tang Lu,56,中国-四川-成都,China - Sichuan-Chengdu,男,1968-01-01,本科,Undergraduate,,,中国-四川-成都,China - Sichuan-Chengdu,,天味食品,Teway Food,四川成都,Sichuan,食品,Food,夫妇,90.0,-18%,1270.0,2024
576,-170,丁会,Ding Hui,未知,,,男,1900-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,嘉立创,JLC,广东深圳,Guangdong,半导体,Semiconductor,未知,90.0,-36%,1270.0,2024
576,-170,丁会响,Ding Huixiang,未知,,,男,1900-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,嘉立创,JLC,广东深圳,Guangdong,半导体,Semiconductor,未知,90.0,-36%,1270.0,2024
576,285,董增平,Dong Zengping,54,,,男,1970-01-01,,,,,中国-上海,,,思源电气,Sieyuan,上海闵行,Shanghai,输配电设备,Electronic equipment,未知,90.0,23%,1270.0,2024
576,-149,傅光明,Fu Guangming,70,中国-江西-抚州,China-Jiangxi-Fuzhou,男,1954-01-01,,,,,中国-福建-南平,China-Fujian-Nanping,,圣农,Sunner,福建南平,Fujian,农业,Agriculture,家族,90.0,-33%,1270.0,2024
576,9,高云峰,Gao Yunfeng,57,,,男,1967-02-01,硕士,Master s,,北京航空航天大学,中国-广东-深圳,China-Guangdong-Shenzhen,,大族激光,Han's Laser,广东深圳,Guangdong,激光设备,Laser Equipment ,未知,90.0,-10%,1270.0,2024
576,285,何祖训,He Zuxun,59,中国-云南-曲靖,China-Yunnan-Qujing,男,1965-10-01,,,,,中国-云南-昆明,China-Yunnan-Kunming,,神农集团,Shennong Agricultural Industry Group,云南昆明,Yunnan,畜牧,Pig Farming,未知,90.0,23%,1270.0,2024
576,59,黄建勲,Huang Jianxun,59,,,男,1965-01-01,,,,,中国-广东-汕头,China-Guangdong-Shantou,,联泰,Lian Tai,广东汕头,Guangdong,基础建设、房地产,"Infrastructure, Real Estate",未知,90.0,-5%,1270.0,2024
576,130,黄民奇,Archie Hwang,72,中国-台湾,China-Taiwan,男,1952-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,汉辰科技,HermesEpitek,台湾台北,Taiwan,半导体,Semiconductors,未知,90.0,6%,1270.0,2024
576,179,黄小芬,Huang Xiaofen,61,中国-广东-深圳,China-Guangdong-Shenzhen,女,1963-11-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,景旺电子,Kinwong,广东深圳,Guangdong,印刷电路板,Printed Circuit Board,家族,90.0,13%,1270.0,2024
576,179,赖苗,Lai Miao,未知,,,男,1900-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,景田,Ganten,广东深圳,Guangdong,饮料,Food & Beverages,未知,90.0,13%,1270.0,2024
576,-40,李琼,Li Qiong,47,,,男,1977-11-01,硕士,Master s,天大,,中国-北京,China-Beijing,,昆仑万维,Kunlun,北京,Beijing,互联网游戏、投资,"Game, Investments",未知,90.0,-18%,1270.0,2024
576,9,利蕴莲,Irene Lee Yun Lien,70,中国-香港,China-Hong Kong,男,1954-01-01,,,,,中国-香港,China-Hong Kong,,希慎兴业,Hysan,香港,Hong Kong,房地产,Estate Holding,家族,90.0,-10%,1270.0,2024
576,130,刘銮鸿,Thomas Lau Luen-hung,71,中国-香港,China-Hong Kong,男,1953-01-01,,,,,中国-香港,China-Hong Kong,,利福国际,Lifestyle,香港,Hong Kong,房地产,Estate Holding,未知,90.0,6%,1270.0,2024
576,9,刘振东,Liu Zhendong,53,中国-河北-唐山,China-Hebei-Tangshan,男,1971-09-01,,,,,中国-北京,China-Beijing,,联东,Liando,北京,Beijing,房地产,Real Estate,未知,90.0,-10%,1270.0,2024
576,59,陆兆禧,Lu Zhaoxi,55,中国-广东-广州,China-Guangdong-Guangzhou,男,1969-01-01,本科,Undergraduate,广州,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,90.0,-5%,1270.0,2024
576,-11,罗嘉瑞,Lo Ka Shui,71,中国-香港,China-Hong Kong,男,1953-01-01,,,,,中国-香港,China-Hong Kong,,鹰君,Great Eagle,香港,Hong Kong,房地产,Estate Holding,家族,90.0,-14%,1270.0,2024
576,9,牛宜顺、牛腾,Niu Yishun、Niu Teng,69,中国-浙江-温州,China-Zhejiang-Wenzhou,男,1955-01-01,,,,,中国-山东-济宁,China-Shandong-Jining,,华勤,Hixih,山东济宁,Shandong,轮胎、输送带、电力,"Tires, conveyor belts, electricity",父子,90.0,-10%,1270.0,2024
576,58,潘刚,Pan Gang,54,中国-内蒙古-锡林郭勒盟,China-Inner Mongolia-Xilin Guole League,男,1970-07-01,博士,Doctorate,内蒙古农业、中欧、人大,,中国-内蒙古-呼和浩特,China-Inner Mongolia-Hohhot,,伊利,Yili,内蒙古呼和浩特,Inner Mongolia,乳制品,Dairy,未知,90.0,-6%,1270.0,2024
576,130,秦华,Qin Hua,56,,,男,1968-01-01,,,,,中国-山东-聊城,Shandong,,乖宝宠物,Gambol,山东聊城,Shandong,宠物食品,Food,未知,90.0,6%,1270.0,2024
576,-121,任建华,Ren Jianhua,67,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1957-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,老板电器,Robam,浙江杭州,Zhejiang,家用电器,Home appliances,未知,90.0,-31%,1270.0,2024
576,-40,沈亚,Shen Ya,53,中国-浙江-温州,China-Zhejiang-Wenzhou,男,1971-01-01,本科,Undergraduate,上海铁路,,中国-广东-广州,China-Guangdong-Guangzhou,,唯品会,Vipshop,广东广州,Guangdong,新零售,New Retail,未知,90.0,-18%,1270.0,2024
576,59,史英文、董晓丽,Shi Yingwen、Dong Xiaoli,59,中国-广西-南宁,China-Guangxi-Nanning,男,1965-10-01,硕士,Master s,北大,,中国-广西-南宁,China-Guangxi-Nanning,,荣和,Ronghe,广西南宁,Guangxi,房地产,Real estate,夫妇,90.0,-5%,1270.0,2024
576,9,苏志刚,Su Zhigang,66,中国-广东-广州,China-Guangdong-Guangzhou,男,1958-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,长隆,Chime Long,广东广州,Guangdong,旅游,Tourism,未知,90.0,-10%,1270.0,2024
576,93,王文杉,Duncan Wen-Shan Wang,54,中国-台湾-台中,China-Taiwan-Taichung,男,1970-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,联合报业,United Daily News,台湾台北,Taiwan,传媒,Media,家族,90.0,0%,1270.0,2024
576,-84,吴志刚,Wu Zhigang,89,中国-辽宁,China-Liaoning,男,1935-01-01,,,,,中国-辽宁-沈阳,China-Liaoning-Shenyang,,桃李面包,Toly Bread,辽宁沈阳,Liaoning,食品,Food,家族,90.0,-25%,1270.0,2024
576,348,夏崇耀,Xia Chongyao,65,,,男,1959-01-01,,,,,中国-浙江-宁波,,,东方电缆,Orient Wires & Cables,浙江宁波,Zhejiang,电缆,Cable,家族,90.0,32%,1270.0,2024
576,-41,向文波,Xiang Wenbo,62,中国-湖南-益阳,China-Hunan-Yiyang,男,1962-06-01,硕士,Master s,湖南、大连理工、中欧,,中国-湖南-长沙,China-Hunan-Changsha,,三一,Sany,北京,Beijing,重型机械,Heavy Machinery,未知,90.0,-20%,1270.0,2024
576,179,张建国、蔡丽红,Zhang Jianguo、Cai Lihong,61,中国-广东-茂名,China-Guangdong-Maoming,男,1963-07-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,九丰能源,Jovo Energy,广东广州,Guangdong,能源,Energy,夫妇,90.0,13%,1270.0,2024
576,-40,钟乃雄,Zhong Naixiong,61,,,男,1963-01-01,硕士,Master s,暨南,,中国-广东-佛山,China-Guangdong-Foshan,,能兴,Nenking,广东佛山,Guangdong,房地产、投资,"Real Estate, Investments",未知,90.0,-18%,1270.0,2024
576,9,钟英武,Zhong Yingwu,39,中国-湖南-岳阳,China-Hunan-Yueyang,男,1985-05-01,硕士,Master s,大连理工、玛赫西管理大学,,中国-北京,China-Beijing,,趣加科技,FunPlus,北京,Beijing,游戏,Game,未知,90.0,-10%,1270.0,2024
576,New,朱世会,Zhu Shihui,57,中国-广东-广州,China-Guangdong-Guangzhou,男,1967-03-01,,,,,,,,先导科技,Vital Materials,广东广州,Guangdong,稀散金属,Scattered Metals,未知,90.0,NEW,1270.0,2024
576,179,卓军,Zhuo Jun,未知,中国-香港,China-Hong Kong,女,1900-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,景旺电子,Kinwong,广东深圳,Guangdong,印刷电路板,Electronic Components,未知,90.0,13%,1270.0,2024
615,-51,毛中吾,Mao Zhongwu,62,中国-湖南,China-Hunan,男,1962-08-01,本科,Undergraduate,中南,,中国-湖南-长沙,China-Hunan-Changsha,,三一,Sany,北京,Beijing,重型机械,Heavy Machinery,未知,88.0,-19%,1240.0,2024
616,-239,洪浩,Hong Hao,68,,,男,1956-01-01,博士后,Post-Doctorateal,中国医学科学院博士、美国Georgia大学药物化学博士后,,中国-天津,China-Tianjin,,凯莱英,Casymchen,天津,Tianjin,医药,Pharmaceuticals,未知,86.0,-43%,1210.0,2024
616,-80,周亚辉,Zhou Yahui,47,中国-云南-丽江,China-Yunnan-Lijiang,男,1977-07-01,硕士,Master s,清华、清华,,中国-北京,China-Beijing,,昆仑万维,Kunlun,北京,Beijing,互联网游戏、投资,"Game, Investments",未知,86.0,-22%,1210.0,2024
618,390,鲍洪星,Bao Hongxing,60,中国-江西-龙南,China-Jiangxi-Longnan,男,1964-01-01,,,,,,,,双胞胎,Shuangbaotai,江西南昌,Jiangxi,畜牧,Pig Farming,未知,85.0,42%,1200.0,2024
618,322,蔡海山,Tsoi Hoi Shan,46,,,男,1978-01-01,,,,,中国-香港,China-Hong Kong,,联邦制药,United Laboratories,香港,Hong Kong,医药,Pharmaceuticals,家族,85.0,31%,1200.0,2024
618,195,蔡其瑞,Tsai Chi-Jui,73,中国-台湾,China-Taiwan,男,1951-01-01,,,,,中国-台湾-台中,China-Taiwan-Taichung,,宝成,Pou Chen,台湾台中,Taiwan,服装,Apparel & Accessories,家族,85.0,13%,1200.0,2024
618,-82,陈湖文,Chen Huwen,54,中国-广东-汕头 ,China-Guangdong-Shantou,男,1970-07-01,,,,,中国-上海,China-Shanghai,,晨光,M&G Stationery,上海松江,Shanghai,文具用品制造,Stationery,未知,85.0,-23%,1200.0,2024
618,-82,陈湖雄,Chen Huxiong,54,中国-广东-汕头 ,China-Guangdong-Shantou ,男,1970-07-01,,,,,中国-上海,China-Shanghai,,晨光,M&G Stationery,上海奉贤,Shanghai,文具用品制造,Stationery,未知,85.0,-23%,1200.0,2024
618,-338,陈士斌、邵静,Chen Shibin、Shao jing,58,中国-江苏-连云港,China-Jiangsu-Lianyun Port,男,1966-11-01,,,,,中国-江苏-连云港,China-Jiangsu-Lianyun Port,,石英股份,Pacific Quartz,江苏连云港,Jiangsu,石英制品,Quartz products,夫妇,85.0,-55%,1200.0,2024
618,137,陈仕荣,Chan Shirong,未知,中国-台湾,China-Taiwan,男,1900-01-01,,,,,中国-台湾-斗六,China-Taiwan-Doo-Six,,丰泰,Feng Tay,台湾斗六,Taiwan,鞋业,Footwear,家族,85.0,6%,1200.0,2024
618,88,程立力、沈静,Cheng Lili、Shen Jing,59,,,男,1965-01-01,硕士,Master s,,,中国-江苏-常州,China-Jiangsu-Changzhou,,立华股份,Lihua,江苏常州,Jiangsu,畜牧,Husbandry,夫妇,85.0,0%,1200.0,2024
618,472,杜锦豪、祁菊,Du Jinhao、Qi Ju,70,中国-江苏-,China-Jiangsu -,男,1954-01-01,,,,,中国-上海,China-Shanghai,,艾力斯,Allist,上海,Shanghai,医药,Pharmaceuticals,夫妇,85.0,55%,1200.0,2024
618,-97,何志平、张文莉,He Zhiping、Zhang Wenli,59,中国-江西,China-Jiangxi,男,1965-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,华建,Huajian,广东深圳,Guangdong,投资,Investments,夫妇,85.0,-26%,1200.0,2024
618,137,黄子欣,Allan Wong,75,,,男,1949-01-01,,,,,中国-香港,China-Hong Kong,,伟易达,VTECH,香港,Hong Kong,消费电子产品,Consumer Goods,未知,85.0,6%,1200.0,2024
618,-126,寇晓康、高月静,Kou Xiaokang、Gao Yuejing,57,,,男,1967-01-01,,,,,中国-陕西-西安,,,蓝晓科技,Sunresin,陕西西安,Shaanxi,新材料,New materials,夫妇,85.0,-29%,1200.0,2024
618,51,梁安琪,Angela Leong on-ki,63,中国-广东-广州,China-Guangdong-Guangzhou,女,1961-01-01,,,,,中国-香港,China-Hong Kong,,澳博,SJM Holdings,香港,Hong Kong,博彩,Gaming,未知,85.0,-6%,1200.0,2024
618,88,梁勤、王毅,Liang Qin、Wang Yi,53,中国-江苏-扬州,China-Jiangsu-Yangzhou,男,1971-10-01,,,,,中国-江苏-扬州,China-Jiangsu-Yangzhou,,扬杰科技,Yangjie Technology,江苏扬州,Jiangsu,半导体,Electronic components,夫妇,85.0,0%,1200.0,2024
618,-53,凌斌、王曦,Ling bin、Wang Xi,56,,,男,1968-07-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,康冠科技,KTC,广东深圳,Guangdong,电子器件制造,Manufacturing,夫妇,85.0,-19%,1200.0,2024
618,88,陆风,Lu Feng,56,,,男,1968-07-01,,,,,中国-上海,China-Shanghai,,万得资讯,Wind,上海浦东,Shanghai,数据服务,Data service,未知,85.0,0%,1200.0,2024
618,390,罗乐风,Kenneth Lo,未知,中国-香港,China-Hong Kong,男,1900-01-01,,,,,英国-伦敦,United Kingdom-London,,晶苑国际,Crystal,香港,Hong Kong,服装,Apparel & Textile Products,家族,85.0,42%,1200.0,2024
618,-163,秦荣华,Qin Ronghua,66,中国-台湾,China-Taiwan,男,1958-01-01,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,敏实,Minth,浙江宁波,Zhejiang,汽车零部件,Automobile,未知,85.0,-35%,1200.0,2024
618,New,荣智权,Yung Chu-Kuen,未知,,,未知,1900-01-01,硕士,,美国芝加哥大学,,台湾台北,Taiwan,,上海商银,SCSB,台湾台北,Taiwan,银行业,Banking,家族,85.0,NEW,1200.0,2024
618,322,束崇万,Peter Shu,70,中国-台湾,China-Taiwan,男,1954-08-16,,,,,中国-台湾-台北,China-Taiwan-Taipei,,创见信息,Transcend,台湾台北,Taiwan,半导体,Semiconductors,家族,85.0,31%,1200.0,2024
618,-33,宋飞,Song Fei,58,,,男,1966-01-01,本科,Undergraduate,,,中国-山东-烟台,China-Shandong-Yantai,,艾迪精密,Eddie Precision Machinery,山东烟台,Shandong,机械制造,Manufacturing,家族,85.0,-15%,1200.0,2024
618,17,孙惠刚,Sun Huigang,未知,,,男,1900-01-01,,,,,中国-山东-烟台,China-Shandong-Yantai,,万华化学,Wanhua,山东烟台,Shandong,投资,Investments,未知,85.0,-11%,1200.0,2024
618,-33,童锦泉,Tong Jinquan,69,中国-江苏-南通,China-Jiangsu-Nantong,男,1955-01-01,,,,,中国-上海,China-Shanghai,,长峰房地产,Changfeng,上海长宁,Shanghai,房地产,Property,未知,85.0,-15%,1200.0,2024
618,322,王硕,Wang Shuo,34,中国-北京,China-Beijing,男,1990-01-01,,,,,美国-西雅图,USA-Seattle,,Deel,Deel,美国旧金山,Los Angeles,企业服务,Business Services,未知,85.0,31%,1200.0,2024
618,137,魏学专,Wei Xuezhuan,71,中国-山东-淄博,China-Shandong-Zibo,男,1953-01-01,,,,,中国-山东-淄博,China-Shandong-Zibo,,汇丰石化,Wonfull,山东淄博,Shandong,化工,Chemicals,未知,85.0,6%,1200.0,2024
618,84,夏鼎湖、夏迎松,Xia Dinghu、Xia Yingsong,80,中国-安徽,China-Anhui,男,1944-07-01,硕士,Master s,Morehead州立大学,,中国-安徽-宁国,China - Anhui - Ningguo,,中鼎,Zhongding,安徽宣城,Anhui,汽车零部件,Rubber and plastic,父子,85.0,-3%,1200.0,2024
618,-191,徐广福、徐翔,Xu Guangfu、Xu Xiang,未知,,,男,1900-01-01,,,,,中国-江苏-镇江,China-Jiangsu-Jiang,,大全,Daquan,江苏镇江,Jiangsu,电气设备制造、太阳能,"Electrical equipment, solar energy",父子,85.0,-37%,1200.0,2024
618,-191,叶琼玖,Ye Qiongjiu,70,中国-浙江-宁波,China-Zhejiang-Ningbo,男,1954-10-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,同花顺,Hithink RoyalFlush,浙江杭州,Zhejiang,软件,Software,未知,85.0,-37%,1200.0,2024
618,539,俞浩,Yu Hao,37,中国-江苏-南通,,男,1987-01-01,,,,,中国-江苏-苏州,Jiangsu,,追觅科技,Dreame,江苏苏州,Jiangsu,智能家电,Consumer electronics,未知,85.0,63%,1200.0,2024
618,-191,张国涛、卢依雯,Zhang Guotao、Lu Yiwen,39,中国-河南-开封,China-Henan-Kaifeng,男,1985-05-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,迪阿,DR,广东深圳,Guangdong,珠宝首饰,Jewellery,夫妇,85.0,-37%,1200.0,2024
618,New,张积敏,Zhang Jimin,61,,,男,1963-01-01,,,,,中国-浙江-温州,,,青山控股,Tsingshan,浙江温州,Zhejiang,钢铁,Steel,未知,85.0,NEW,1200.0,2024
618,17,张涛,Zhang Tao,52,中国-上海,China-Shanghai,男,1972-11-01,硕士,Master s,沃顿,,中国-上海,China-Shanghai,,美团,Meituan,北京,Beijing,生活服务,Life Service,未知,85.0,-11%,1200.0,2024
618,New,张兴礼,Zhang Xingli,67,中国-重庆,China-Chongqing,男,1957-02-01,,,,,中国-重庆,China-Chongqing,,小康控股,Xiaokang ,重庆,Chongqing,汽车、汽车零配件,"Cars, automobile parts",未知,85.0,NEW,1200.0,2024
618,New,张兴明,Zhang Xingming,67,中国-重庆,China-Chongqing,男,1957-02-01,,,,,中国-重庆,China-Chongqing,,小康控股,Xiaokang ,重庆,Chongqing,汽车、汽车零配件,"Cars, automobile parts",未知,85.0,NEW,1200.0,2024
618,New,赵宗信,Chao Chung-Hsin,未知,,,未知,1900-01-01,,,,,台湾桃园,Taiwan,,健策,Jentech,台湾桃园,Taiwan,电子元件,Electronic Components,家族,85.0,NEW,1200.0,2024
653,-161,孙宏斌,Sun Hongbin,61,中国-山西-运城,China -Shanxi - Yuncheng,男,1963-01-01,硕士,Master s,武大、清华,清华大学,中国-天津,China-Tianjin,,融创,Sunac,天津,Tianjin,房地产,Real Estate,未知,83.0,-31%,1170.0,2024
653,16,王吉雷,Wang Jilei,59,,,男,1965-01-01,,,,,中国-上海,China-Shanghai,,中通,ZTO,上海青浦,Shanghai,快递,Express Delivery,未知,83.0,-8%,1170.0,2024
653,New,赵永昌,Chao Yung-Tsang,未知,,,未知,1900-01-01,,,,,台湾桃园,Taiwan,,健策,Jentech,台湾桃园,Taiwan,电子元件,Electronic Components,家族,83.0,NEW,1170.0,2024
656,-91,曾开天,Zeng Kaitian,未知,,,男,1900-01-01,本科,Undergraduate,兰大,,中国-安徽-芜湖,China -Anhui - Wuhu,,三七互娱,37 Interactive Entertainment,广东广州,Guangdong,网络游戏,Network game,未知,80.0,-24%,1130.0,2024
656,50,陈德军,Chen Dejun,54,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1970-06-01,本科,Undergraduate,,,中国-上海,China-Shanghai,,申通快递,STO,上海青浦,Shanghai,物流,Logistics,未知,80.0,-6%,1130.0,2024
656,13,陈建成、陈嫣妮,Chen Jiancheng、Chen Yanni,65,中国-浙江-绍兴,China-Zhejiang-Shaoxing,男,1959-01-01,,,,,中国-浙江-绍兴,China-Zhejiang-Shaoxing,,卧龙控股,Wolong,浙江绍兴,Zhejiang,电气设备、房地产,"Electrical equipment, real estate",父女,80.0,-11%,1130.0,2024
656,-120,陈文源、张茜,Chen Wenyuan、Zhang Qian,56,,,男,1968-01-01,,,,,中国-江苏-苏州,China-Jiangsu-Suzhou,,华兴源创,HYC,江苏苏州,Jiangsu,设备制造,Manufacturing,夫妇,80.0,-27%,1130.0,2024
656,523,成三荣、金成成,Cheng Sanrong、Jin Chengcheng,61,,,男,1963-10-20,,,,,中国-江苏-苏州,,,沪光股份,Huguang,江苏苏州,Jiangsu,汽车配件,Auto parts,父子,80.0,60%,1130.0,2024
